timestamp,cpu_count,user,system,idle,interrupt,dpc,load_avg_0,load_avg_1,load_avg_2,memory_total,memory_used,memory_free,memory_percent,memory_sin,memory_sout,disk_total_disk,disk_used_disk,disk_free_disk,disk_percent_disk,disk_io_read_count_disk_io,disk_io_write_count_disk_io,disk_io_read_bytes_disk_io,disk_io_write_bytes_disk_io,disk_io_read_time_disk_io,disk_io_write_time_disk_io,label
1704645240999,4,3.1,1.4,95.5,0.0,0.0,4.53,3.7,1.65,7371902976,453771264,6918131712,6.2,0,0,490662260736,347090362368,143571898368,70.7,8103160,3861414,203381398528,375538323456,4529,4045,normal
1704645243032,4,0.0,0.2,99.6,0.2,0.0,4.53,3.7,1.65,7371902976,453771264,6918131712,6.2,0,0,490662260736,347090362368,143571898368,70.7,8103163,3861439,203381410816,375539201024,4529,4045,normal
1704645245069,4,0.2,0.0,99.8,0.0,0.0,4.53,3.7,1.65,7371902976,453771264,6918131712,6.2,0,0,490662260736,347090362368,143571898368,70.7,8103167,3861478,203381427200,375541442560,4529,4045,normal
1704645247099,4,0.4,0.2,99.4,0.0,0.0,4.17,3.64,1.64,7371902976,453771264,6918131712,6.2,0,0,490662260736,347090362368,143571898368,70.7,8103170,3861524,203381439488,375543045632,4529,4045,normal
1704645249124,4,1.9,0.8,97.3,0.0,0.0,4.17,3.64,1.64,7371902976,453771264,6918131712,6.2,0,0,490662260736,347092692992,143569567744,70.7,8103176,3861584,203381464064,375546516480,4529,4045,normal
1704645251145,4,0.0,0.6,99.4,0.0,0.0,3.83,3.58,1.63,7371902976,453771264,6918131712,6.2,0,0,490662260736,347092692992,143569567744,70.7,8103371,3861609,203382261248,375547304448,4529,4045,normal
1704645253174,4,0.0,0.2,99.8,0.0,0.0,3.83,3.58,1.63,7371902976,453771264,6918131712,6.2,0,0,490662260736,347092692992,143569567744,70.7,8103559,3861645,203383031296,375548480512,4529,4045,normal
1704645255185,4,2.4,1.8,95.7,0.2,0.0,3.83,3.58,1.63,7371902976,453771264,6918131712,6.2,0,0,490662260736,347092692992,143569567744,70.7,8103563,3861712,203383047680,375550692352,4529,4046,normal
1704645257231,4,12.5,6.1,81.4,0.0,0.0,3.53,3.52,1.62,7371902976,453771264,6918131712,6.2,0,0,490662260736,347094896640,143567364096,70.7,8103571,3861804,203383178752,375555048448,4529,4046,anomaly
1704645259491,4,61.3,24.4,14.1,0.2,0.0,3.53,3.52,1.62,7371902976,453771264,6918131712,6.2,0,0,490662260736,347094904832,143567355904,70.7,8103580,3861891,203383342592,375557271040,4529,4046,anomaly
1704645261981,4,97.5,2.5,0.0,0.0,0.0,4.76,3.77,1.71,7371902976,453771264,6918131712,6.2,0,0,490662260736,347094904832,143567355904,70.7,8103580,3861920,203383342592,375558432768,4529,4046,anomaly
1704645264547,4,56.1,41.3,0.0,1.1,1.5,4.76,3.77,1.71,7371902976,453771264,6918131712,6.2,0,0,490662260736,347094577152,143567683584,70.7,8103591,3862073,203383649792,375561095680,4529,4047,anomaly
